 0.00000e+00,-1.58213e-04
 1.02041e+00, 1.06072e-02
 2.04082e+00, 1.98046e-02
 3.06122e+00, 3.08509e-02
 4.08163e+00, 3.95594e-02
 5.10204e+00, 4.93647e-02
 6.12245e+00, 5.88417e-02
 7.14286e+00, 6.74635e-02
 8.16327e+00, 7.66451e-02
 9.18367e+00, 8.44839e-02
 1.02041e+01, 9.28044e-02
 1.12245e+01, 1.00545e-01
 1.22449e+01, 1.07838e-01
 1.32653e+01, 1.14727e-01
 1.42857e+01, 1.22134e-01
 1.53061e+01, 1.28215e-01
 1.63265e+01, 1.34262e-01
 1.73469e+01, 1.39356e-01
 1.83673e+01, 1.45353e-01
 1.93878e+01, 1.49965e-01
 2.04082e+01, 1.54795e-01
 2.14286e+01, 1.60236e-01
 2.24490e+01, 1.63649e-01
 2.34694e+01, 1.68767e-01
 2.44898e+01, 1.72271e-01
 2.55102e+01, 1.76876e-01
 2.65306e+01, 1.80594e-01
 2.75510e+01, 1.82874e-01
 2.85714e+01, 1.86345e-01
 2.95918e+01, 1.89736e-01
 3.06122e+01, 1.92779e-01
 3.16327e+01, 1.95371e-01
 3.26531e+01, 1.98700e-01
 3.36735e+01, 2.00524e-01
 3.46939e+01, 2.03922e-01
 3.57143e+01, 2.05715e-01
 3.67347e+01, 2.08590e-01
 3.77551e+01, 2.10577e-01
 3.87755e+01, 2.12348e-01
 3.97959e+01, 2.15255e-01
 4.08163e+01, 2.16605e-01
 4.18367e+01, 2.18160e-01
 4.28571e+01, 2.20588e-01
 4.38776e+01, 2.21377e-01
 4.48980e+01, 2.23764e-01
 4.59184e+01, 2.25650e-01
 4.69388e+01, 2.27250e-01
 4.79592e+01, 2.27783e-01
 4.89796e+01, 2.30085e-01
 5.00000e+01, 2.31252e-01
