 1.00000e+00, 2.00000e+00
 1.09091e+00, 2.04545e+00
 1.18182e+00, 2.09091e+00
 1.27273e+00, 2.13636e+00
 1.36364e+00, 2.18182e+00
 1.45455e+00, 2.22727e+00
 1.54545e+00, 2.27273e+00
 1.63636e+00, 2.31818e+00
 1.72727e+00, 2.36364e+00
 1.81818e+00, 2.40909e+00
 1.90909e+00, 2.45455e+00
 2.00000e+00, 2.50000e+00
 2.09091e+00, 2.54545e+00
 2.18182e+00, 2.59091e+00
 2.27273e+00, 2.63636e+00
 2.36364e+00, 2.68182e+00
 2.45455e+00, 2.72727e+00
 2.54545e+00, 2.77273e+00
 2.63636e+00, 2.81818e+00
 2.72727e+00, 2.86364e+00
 2.81818e+00, 2.90909e+00
 2.90909e+00, 2.95455e+00
 3.00000e+00, 3.00000e+00
 3.09091e+00, 3.04545e+00
 3.18182e+00, 3.09091e+00
 3.27273e+00, 3.13636e+00
 3.36364e+00, 3.18182e+00
 3.45455e+00, 3.22727e+00
 3.54545e+00, 3.27273e+00
 3.63636e+00, 3.31818e+00
 3.72727e+00, 3.36364e+00
 3.81818e+00, 3.40909e+00
 3.90909e+00, 3.45455e+00
 4.00000e+00, 3.50000e+00
 4.09091e+00, 3.54545e+00
 4.18182e+00, 3.59091e+00
 4.27273e+00, 3.63636e+00
 4.36364e+00, 3.68182e+00
 4.45455e+00, 3.72727e+00
 4.54545e+00, 3.77273e+00
 4.63636e+00, 3.81818e+00
 4.72727e+00, 3.86364e+00
 4.81818e+00, 3.90909e+00
 4.90909e+00, 3.95455e+00
 5.00000e+00, 4.00000e+00
 5.09091e+00, 4.04545e+00
 5.18182e+00, 4.09091e+00
 5.27273e+00, 4.13636e+00
 5.36364e+00, 4.18182e+00
 5.45455e+00, 4.22727e+00
 5.54545e+00, 4.27273e+00
 5.63636e+00, 4.31818e+00
 5.72727e+00, 4.36364e+00
 5.81818e+00, 4.40909e+00
 5.90909e+00, 4.45455e+00
 6.00000e+00, 4.50000e+00
 6.09091e+00, 4.54545e+00
 6.18182e+00, 4.59091e+00
 6.27273e+00, 4.63636e+00
 6.36364e+00, 4.68182e+00
 6.45455e+00, 4.72727e+00
 6.54545e+00, 4.77273e+00
 6.63636e+00, 4.81818e+00
 6.72727e+00, 4.86364e+00
 6.81818e+00, 4.90909e+00
 6.90909e+00, 4.95455e+00
 7.00000e+00, 5.00000e+00
 7.09091e+00, 5.04545e+00
 7.18182e+00, 5.09091e+00
 7.27273e+00, 5.13636e+00
 7.36364e+00, 5.18182e+00
 7.45455e+00, 5.22727e+00
 7.54545e+00, 5.27273e+00
 7.63636e+00, 5.31818e+00
 7.72727e+00, 5.36364e+00
 7.81818e+00, 5.40909e+00
 7.90909e+00, 5.45455e+00
 8.00000e+00, 5.50000e+00
 8.09091e+00, 5.54545e+00
 8.18182e+00, 5.59091e+00
 8.27273e+00, 5.63636e+00
 8.36364e+00, 5.68182e+00
 8.45455e+00, 5.72727e+00
 8.54545e+00, 5.77273e+00
 8.63636e+00, 5.81818e+00
 8.72727e+00, 5.86364e+00
 8.81818e+00, 5.90909e+00
 8.90909e+00, 5.95455e+00
 9.00000e+00, 6.00000e+00
 9.09091e+00, 6.04545e+00
 9.18182e+00, 6.09091e+00
 9.27273e+00, 6.13636e+00
 9.36364e+00, 6.18182e+00
 9.45455e+00, 6.22727e+00
 9.54545e+00, 6.27273e+00
 9.63636e+00, 6.31818e+00
 9.72727e+00, 6.36364e+00
 9.81818e+00, 6.40909e+00
 9.90909e+00, 6.45455e+00
 1.00000e+01, 6.50000e+00
