 4.00000e+00, 1.79705e+01, 2.50000e+01
 4.20690e+00, 2.24213e+01, 2.50000e+01
 4.41379e+00, 7.42362e+01, 2.50000e+01
 4.62069e+00,-1.07405e+01, 2.50000e+01
 4.82759e+00, 4.35841e+01, 2.50000e+01
 5.03448e+00, 4.20861e+01, 2.50000e+01
 5.24138e+00, 2.43905e+01, 2.50000e+01
 5.44828e+00,-2.78885e+00, 2.50000e+01
 5.65517e+00,-1.11215e+01, 2.50000e+01
 5.86207e+00, 2.12695e+01, 2.50000e+01
 6.06897e+00,-1.08046e+01, 2.50000e+01
 6.27586e+00, 1.97691e+01, 2.50000e+01
 6.48276e+00, 3.43371e+01, 2.50000e+01
 6.68966e+00, 9.66155e+00, 2.50000e+01
 6.89655e+00, 1.13688e+01, 2.50000e+01
 7.10345e+00, 3.44146e+01, 2.50000e+01
 7.31034e+00, 2.69064e+01, 2.50000e+01
 7.51724e+00,-8.90267e+00, 2.50000e+01
 7.72414e+00, 6.21076e+00, 2.50000e+01
 7.93103e+00, 4.29740e+01, 2.50000e+01
 8.13793e+00, 3.78126e+00, 2.50000e+01
 8.34483e+00,-1.85350e+00, 2.50000e+01
 8.55172e+00, 2.46430e+01, 2.50000e+01
 8.75862e+00, 3.61318e+01, 2.50000e+01
 8.96552e+00, 3.01938e+01, 2.50000e+01
 9.17241e+00, 8.08429e+01, 2.50000e+01
 9.37931e+00, 3.10400e+01, 2.50000e+01
 9.58621e+00, 4.41518e+01, 2.50000e+01
 9.79310e+00, 8.39423e+01, 2.50000e+01
 1.00000e+01, 7.01984e+01, 2.50000e+01
